snapshot_week,game_name,youtube_video_count,upload_velocity_7d,upload_velocity_30d,unique_creators,recent_video_avg_views,view_acceleration,short_video_ratio,title_update_freq,youtube_total_views,youtube_avg_views
2026-W17,Ninja Legends,50,0,0,22,0.0,0.0,0.02,0.18,39951804,799036.08
2026-W17,Funky Friday,50,1,2,15,10616.0,0.0069,0.06,0.06,73752891,1475057.82
2026-W17,My Restaurant,50,0,2,33,80813.5,0.0795,0.02,0.08,48956210,979124.2
2026-W17,Speed Run 4,50,2,2,37,4.0,0.0,0.08,0.16,117529089,2350581.78
2026-W17,Super Golf,50,0,1,28,234520.0,0.413,0.16,0.04,28060314,561206.28
2026-W17,Bad Business | FPS,50,0,1,20,7091.0,0.0456,0.02,0.22,7621766,152435.32
2026-W17,MeepCity,50,0,0,35,0.0,0.0,0.1,0.1,148340366,2966807.32
2026-W17,Giant Simulator,50,0,3,16,287.0,0.0006,0.04,0.04,24054666,481093.32
2026-W17,Vehicle Simulator,50,0,1,21,9517.0,0.0103,0.04,0.3,45135010,902700.2
2026-W18,Adopt Me,50,20,36,20,53203.97,0.0311,0.06,0.2,25893117,517862.34
2026-W18,Blox Fruits,50,17,26,24,171737.65,0.0905,0.0,0.14,50026297,1000525.94
2026-W18,Brookhaven RP,50,6,7,22,75705.43,0.0198,0.0,0.02,164582156,3291643.12
2026-W18,RIVALS,50,41,46,36,162139.13,0.123,0.0,0.28,12730869,254617.38
2026-W18,Murder Mystery 2,50,3,7,27,385897.29,0.1365,0.0,0.02,124275868,2485517.36
2026-W18,The Strongest Battlegrounds,50,0,0,30,0.0,0.0,0.0,0.12,116980470,2339609.4
2026-W18,Bee Swarm Simulator,50,9,12,21,26425.33,0.0208,0.0,0.12,48682363,973647.26
2026-W18,Sol's RNG,50,26,43,21,72122.14,0.5064,0.02,0.38,4098121,81962.42
2026-W18,Fisch,50,19,33,22,53051.21,0.0563,0.0,0.48,17771837,355436.74
2026-W18,Creatures of Sonaria  Survive Kaiju Anim,50,3,4,13,55736.25,0.0792,0.02,0.12,32584173,651683.46
2026-W18,All Star Tower Defense,50,5,33,22,41395.12,0.1068,0.0,0.26,7569841,151396.82
2026-W18,PLS DONATE,50,7,8,30,10882.62,0.0092,0.0,0.02,46386614,927732.28
2026-W18,Blade Ball,50,4,12,18,75446.25,0.0401,0.0,0.18,72464994,1449299.88
2026-W18,Dragon Adventures,50,4,17,14,13783.41,0.1192,0.0,0.2,4049397,80987.94
2026-W18,Build A Boat For Treasure,50,0,4,23,382295.5,0.1734,0.0,0.0,102943707,2058874.14
2026-W18,Flee the Facility,50,12,25,21,26810.6,0.046,0.0,0.0,15243537,304870.74
2026-W18,Welcome to Bloxburg,50,6,9,29,75245.78,0.0384,0.06,0.34,80942947,1618858.94
2026-W18,DOORS,50,0,0,32,0.0,0.0,0.0,0.1,297130379,5942607.58
2026-W18,Tower Defense Simulator,50,9,15,32,41083.47,0.043,0.02,0.16,34027567,680551.34
2026-W18,a dusty trip,50,2,3,32,44875.67,0.0224,0.0,0.14,94435852,1888717.04
2026-W18,Jailbreak,50,0,0,25,0.0,0.0,0.0,0.28,34860481,697209.62
2026-W18,RoyaleHigh,50,4,15,24,5502.73,0.0013,0.0,0.28,149847857,2996957.14
2026-W18,Prison Life,50,0,0,39,0.0,0.0,0.0,0.24,35050135,701002.7
2026-W18,Work at a Pizza Place,50,0,4,40,177375.25,0.068,0.04,0.0,120782949,2415658.98
2026-W18,Natural Disaster Survival,50,0,1,34,295730.0,0.0825,0.0,0.02,175963441,3519268.82
2026-W18,Piggy,50,0,0,28,0.0,0.0,0.02,0.08,768743226,15374864.52
2026-W18,Emergency Response: Liberty County,50,5,12,13,19445.75,0.0566,0.08,0.2,13289895,265797.9
2026-W18,Theme Park Tycoon 2,50,2,4,18,108768.25,0.0631,0.0,0.02,79760226,1595204.52
2026-W18,Deepwoken: Ironsworn,50,0,0,39,0.0,0.0,0.06,0.08,3242754,64855.08
2026-W18,Arsenal,50,2,6,27,6582.33,0.0038,0.0,0.04,76086303,1521726.06
2026-W18,Greenville,50,6,14,13,24358.14,0.094,0.02,0.54,9674138,193482.76
2026-W18,Phantom Forces,50,1,6,28,9548.17,0.017,0.0,0.14,24733383,494667.66
2026-W18,Shindo Life,50,1,2,12,8049.5,0.0308,0.02,0.04,12570037,251400.74
2026-W18,Lumber Tycoon 2,50,2,5,12,13212.8,0.0364,0.0,0.08,16411848,328236.96
2026-W18,Da Hood,50,1,11,25,39711.73,0.0439,0.0,0.0,35700954,714019.08
2026-W18,Pet Simulator X,50,0,0,15,0.0,0.0,0.0,0.04,132909608,2658192.16
2026-W18,Dungeon Quest!  RPG Adventure,50,1,3,21,159630.67,1.2639,0.02,0.08,6415174,128303.48
2026-W18,Epic Minigames,50,2,5,30,14618.0,0.0089,0.02,0.16,74337240,1486744.8
2026-W18,Ninja Legends,50,0,1,24,3921.0,0.0049,0.02,0.2,38854578,777091.56
2026-W18,Funky Friday,50,2,3,15,9832.0,0.0073,0.06,0.06,63592332,1271846.64
2026-W18,My Restaurant,50,0,0,32,0.0,0.0,0.02,0.1,46798733,935974.66
2026-W18,Speed Run 4,50,2,2,39,7.5,0.0,0.06,0.18,124276883,2485537.66
2026-W18,Super Golf,50,0,0,29,0.0,0.0,0.14,0.06,27823380,556467.6
2026-W18,Bad Business | FPS,50,1,2,20,5493.0,0.0335,0.02,0.2,7893071,157861.42
2026-W18,MeepCity,50,0,0,33,0.0,0.0,0.08,0.08,153244454,3064889.08
2026-W18,Giant Simulator,50,0,4,18,249.0,0.0005,0.02,0.02,23958349,479166.98
2026-W18,Vehicle Simulator,50,0,1,21,9658.0,0.0102,0.06,0.36,46606976,932139.52
2026-W19,Adopt Me,50,13,27,24,71394.22,0.0608,0.04,0.14,28929742,578594.84
2026-W19,Blox Fruits,50,11,25,23,208458.44,0.0988,0.0,0.12,57939335,1158786.7
2026-W19,Brookhaven RP,50,0,2,22,304422.5,0.0681,0.0,0.02,215234106,4304682.12
2026-W19,RIVALS,50,19,38,23,314212.79,0.1934,0.0,0.08,31432925,628658.5
2026-W19,Murder Mystery 2,50,1,4,26,656795.0,0.2585,0.0,0.04,119482781,2389655.62
2026-W19,The Strongest Battlegrounds,50,11,14,25,37555.86,0.0121,0.04,0.1,112313978,2246279.56
2026-W19,Bee Swarm Simulator,50,6,12,21,36832.25,0.0133,0.0,0.08,105987954,2119759.08
2026-W19,Sol's RNG,50,0,0,23,0.0,0.0,0.06,0.3,4669241,93384.82
2026-W19,Fisch,50,0,0,25,0.0,0.0,0.0,0.26,37648847,752976.94
2026-W19,Creatures of Sonaria  Survive Kaiju Anim,50,0,0,12,0.0,0.0,0.04,0.16,32021616,640432.32
2026-W19,All Star Tower Defense,50,16,38,19,37169.47,0.0825,0.0204,0.2,6365626,127312.52
2026-W19,PLS DONATE,50,4,6,28,66071.67,0.081,0.0,0.0,31385554,627711.08
2026-W19,Blade Ball,50,0,4,16,159910.75,0.0965,0.0,0.16,76891423,1537828.46
2026-W19,Dragon Adventures,50,0,0,16,0.0,0.0,0.0,0.26,10212914,204258.28
2026-W19,Build A Boat For Treasure,50,0,4,25,421397.75,0.2982,0.0,0.02,66694381,1333887.62
2026-W19,Flee the Facility,50,6,15,19,21116.93,0.0346,0.0,0.06,21677781,433555.62
2026-W19,Welcome to Bloxburg,50,3,5,27,110351.4,0.0291,0.04,0.36,171097168,3421943.36
2026-W19,DOORS,50,5,7,35,177668.0,0.0284,0.04,0.14,270292717,5405854.34
2026-W19,Tower Defense Simulator,50,10,18,30,41896.0,0.0427,0.02,0.16,32164904,643298.08
2026-W19,a dusty trip,50,1,2,35,80052.0,0.036,0.0,0.16,106828874,2136577.48
2026-W19,Jailbreak,50,8,16,30,11017.81,0.011,0.0,0.2,34352645,687052.9
2026-W19,RoyaleHigh,50,2,8,24,3373.25,0.001,0.0,0.2,139601419,2792028.38
2026-W19,Prison Life,50,0,1,38,16283.0,0.0323,0.0,0.32,24711740,494234.8
2026-W19,Work at a Pizza Place,50,1,5,37,131504.2,0.0448,0.02,0.02,132705957,2654119.14
2026-W19,Natural Disaster Survival,50,0,1,31,301425.0,0.0823,0.0,0.02,179867045,3597340.9
2026-W19,Piggy,50,7,8,29,9907.25,0.0005,0.0,0.18,762185041,15243700.82
2026-W19,Emergency Response: Liberty County,50,1,7,14,37119.71,0.1256,0.04,0.14,12966876,259337.52
2026-W19,Theme Park Tycoon 2,50,1,4,16,122852.75,0.0783,0.0,0.02,72694522,1453890.44
2026-W19,Deepwoken: Ironsworn,50,0,0,40,0.0,0.0,0.06,0.08,3286734,65734.68
2026-W19,Arsenal,50,0,4,28,6854.25,0.0034,0.0,0.1,91984173,1839683.46
2026-W19,Greenville,50,9,16,14,19980.44,0.0759,0.02,0.58,9273268,185465.36
2026-W19,Phantom Forces,50,1,7,30,9580.0,0.0243,0.0,0.16,17008735,340174.7
2026-W19,Shindo Life,50,0,4,12,5207.5,0.0186,0.0,0.02,12931176,258623.52
2026-W19,Lumber Tycoon 2,50,0,4,14,18183.0,0.0485,0.0,0.2,17330567,346611.34
2026-W19,Da Hood,50,1,13,24,39333.85,0.067,0.0,0.06,22230287,444605.74
2026-W19,Pet Simulator X,50,4,5,13,33695.8,0.0105,0.0,0.02,144633756,2892675.12
2026-W19,Dungeon Quest!  RPG Adventure,50,0,0,21,0.0,0.0,0.0,0.06,5080162,101603.24
2026-W19,Epic Minigames,50,1,4,30,18262.5,0.0121,0.02,0.16,69659238,1393184.76
2026-W19,Ninja Legends,50,0,1,24,4975.0,0.0062,0.02,0.18,39594676,791893.52
2026-W19,Funky Friday,50,0,0,15,0.0,0.0,0.06,0.08,68980393,1379607.86
2026-W19,My Restaurant,50,0,0,32,0.0,0.0,0.02,0.1,47013786,940275.72
2026-W19,Speed Run 4,50,0,0,35,0.0,0.0,0.04,0.2,117766174,2355323.48
2026-W19,Super Golf,50,0,0,28,0.0,0.0,0.14,0.04,28002351,560047.02
2026-W19,Bad Business | FPS,50,0,2,18,4000.0,0.0255,0.02,0.2,7541667,150833.34
2026-W19,MeepCity,50,0,0,34,0.0,0.0,0.08,0.1,124910554,2498211.08
2026-W19,Giant Simulator,50,0,3,17,122.67,0.0003,0.02,0.04,17428936,348578.72
2026-W19,Vehicle Simulator,50,0,0,23,0.0,0.0,0.06,0.36,40382702,807654.04
2026-W20,Adopt Me,50,0,0,21,0.0,0.0,0.04,0.18,25373951,507479.02
2026-W20,Blox Fruits,50,14,26,23,235159.19,0.0938,0.0,0.16,66268492,1325369.84
2026-W20,Brookhaven RP,50,3,3,21,90721.0,0.0196,0.0,0.04,217921318,4358426.36
2026-W20,RIVALS,50,19,37,22,344759.46,0.1432,0.0,0.02,44062748,881254.96
2026-W20,Murder Mystery 2,50,4,5,32,83539.2,0.0295,0.0,0.06,127796363,2555927.26
2026-W20,The Strongest Battlegrounds,50,18,22,31,157828.32,0.0431,0.0,0.24,105967891,2119357.82
2026-W20,Bee Swarm Simulator,50,0,0,24,0.0,0.0,0.0,0.08,16894536,337890.72
2026-W20,Sol's RNG,50,0,0,28,0.0,0.0,0.04,0.3,4822234,96444.68
2026-W20,Fisch,50,18,32,25,76771.72,0.04,0.0,0.3,37010286,740205.72
2026-W20,Creatures of Sonaria  Survive Kaiju Anim,50,0,2,12,75221.0,0.1062,0.04,0.16,34159938,683198.76
2026-W20,All Star Tower Defense,50,0,0,19,0.0,0.0,0.0,0.3,7252045,145040.9
2026-W20,PLS DONATE,50,6,8,30,68891.25,0.0519,0.0213,0.06,52309245,1046184.9
2026-W20,Blade Ball,50,1,2,18,108010.5,0.0567,0.0,0.16,91629240,1832584.8
2026-W20,Dragon Adventures,50,3,14,17,15369.57,0.0539,0.02,0.14,10475817,209516.34
2026-W20,Build A Boat For Treasure,50,2,6,23,433742.67,0.1639,0.0,0.0,119074618,2381492.36
2026-W20,Flee the Facility,50,0,0,22,0.0,0.0,0.0,0.04,25185753,503715.06
2026-W20,Welcome to Bloxburg,50,2,6,29,101129.83,0.0267,0.04,0.28,167138357,3342767.14
2026-W20,DOORS,50,5,7,39,83521.14,0.0131,0.04,0.22,275181186,5503623.72
2026-W20,Tower Defense Simulator,50,13,18,29,24507.28,0.0268,0.02,0.14,29713168,594263.36
2026-W20,a dusty trip,50,2,3,32,61880.67,0.0291,0.0,0.14,100037597,2000751.94
2026-W20,Jailbreak,50,0,0,30,0.0,0.0,0.0,0.1,34959117,699182.34
2026-W20,RoyaleHigh,50,2,7,24,9734.57,0.0022,0.0,0.16,188719048,3774380.96
2026-W20,Prison Life,50,1,5,34,81556.2,0.0981,0.0,0.16,37837623,756752.46
2026-W20,Work at a Pizza Place,50,0,3,39,111507.0,0.0444,0.02,0.02,118356151,2367123.02
2026-W20,Natural Disaster Survival,50,0,0,34,0.0,0.0,0.0,0.04,246574765,4931495.3
2026-W20,Piggy,50,19,20,30,12553.5,0.0007,0.1,0.08,536832721,10736654.42
2026-W20,Emergency Response: Liberty County,50,7,14,16,21436.0,0.0564,0.06,0.24,13974093,279481.86
2026-W20,Theme Park Tycoon 2,50,3,7,20,79216.43,0.042,0.0,0.02,81697121,1633942.42
2026-W20,Deepwoken: Ironsworn,50,0,0,37,0.0,0.0,0.06,0.08,1963833,39276.66
2026-W20,Arsenal,50,0,3,28,8579.67,0.0047,0.0,0.1,85264975,1705299.5
2026-W20,Greenville,50,15,21,14,17910.33,0.0688,0.0,0.66,7926834,158536.68
2026-W20,Phantom Forces,50,1,5,28,5523.6,0.0104,0.0,0.12,23960999,479219.98
2026-W20,Shindo Life,50,0,3,13,4829.67,0.015,0.0,0.02,15133054,302661.08
2026-W20,Lumber Tycoon 2,50,1,4,13,18609.5,0.0457,0.0,0.08,18796849,375936.98
2026-W20,Da Hood,50,2,13,26,33248.23,0.0326,0.0,0.06,38224932,764498.64
2026-W20,Pet Simulator X,50,0,2,13,33533.0,0.0103,0.0,0.02,157036185,3140723.7
2026-W20,Dungeon Quest!  RPG Adventure,50,0,2,23,96957.0,0.6961,0.02,0.08,6879347,137586.94
2026-W20,Epic Minigames,50,2,4,33,401.75,0.0003,0.02,0.1,66420575,1328411.5
2026-W20,Ninja Legends,50,1,2,26,2839.5,0.0032,0.02,0.2,42470419,849408.38
2026-W20,Funky Friday,50,0,3,19,17059.0,0.0122,0.06,0.08,66018573,1320371.46
2026-W20,My Restaurant,50,0,0,29,0.0,0.0,0.02,0.08,47943735,958874.7
2026-W20,Speed Run 4,50,0,0,37,0.0,0.0,0.04,0.2,111344108,2226882.16
2026-W20,Super Golf,50,0,0,30,0.0,0.0,0.14,0.06,28068835,561376.7
2026-W20,Bad Business | FPS,50,0,0,24,0.0,0.0,0.02,0.2,7162216,143244.32
2026-W20,MeepCity,50,0,0,37,0.0,0.0,0.06,0.08,79432088,1588641.76
2026-W20,Giant Simulator,50,0,1,17,61.0,0.0001,0.02,0.06,23966807,479336.14
2026-W20,Vehicle Simulator,50,0,0,22,0.0,0.0,0.06,0.26,47470553,949411.06
2026-W21,Adopt Me,50,14,32,21,81634.69,0.0433,0.0,0.1,34642787,692855.74
2026-W21,Blox Fruits,50,10,21,22,349921.48,0.169,0.0,0.04,67410709,1348214.18
2026-W21,Brookhaven RP,50,4,7,23,281421.14,0.0665,0.0,0.0,183996615,3679932.3
2026-W21,RIVALS,50,34,43,33,147704.88,0.0503,0.0,0.02,26901174,538023.48
2026-W21,Murder Mystery 2,50,2,5,32,233189.0,0.0759,0.0,0.04,139430775,2788615.5
2026-W21,The Strongest Battlegrounds,50,36,38,36,172086.79,0.0292,0.0,0.6,77269930,1545398.6
2026-W21,Bee Swarm Simulator,50,7,10,23,34656.8,0.0131,0.02,0.04,105978162,2119563.24
2026-W21,Sol's RNG,50,16,40,21,104430.07,1.0912,0.0,0.28,5134202,102684.04
2026-W21,Fisch,50,18,30,28,72398.87,0.0318,0.0,0.28,47666958,953339.16
2026-W21,Creatures of Sonaria  Survive Kaiju Anim,50,0,1,13,126868.0,0.1665,0.04,0.14,37462240,749244.8
2026-W21,All Star Tower Defense,50,4,22,21,38698.0,0.1472,0.0,0.22,7948393,158967.86
2026-W21,PLS DONATE,50,11,14,29,38221.86,0.0312,0.0,0.0,40936599,818731.98
2026-W21,Blade Ball,50,5,11,16,43544.55,0.0349,0.0,0.08,49090223,981804.46
2026-W21,Dragon Adventures,50,0,0,17,0.0,0.0,0.02,0.18,10772355,215447.1
2026-W21,Build A Boat For Treasure,50,4,8,24,450199.88,0.2104,0.0,0.0,93449912,1868998.24
2026-W21,Flee the Facility,50,8,20,22,23911.2,0.0399,0.0,0.06,18438737,368774.74
2026-W21,Welcome to Bloxburg,50,2,8,26,91052.12,0.0705,0.04,0.28,54958484,1099169.68
2026-W21,DOORS,50,0,2,33,300241.0,0.0403,0.0,0.16,358581515,7171630.3
2026-W21,Tower Defense Simulator,50,14,20,32,36372.5,0.0435,0.04,0.06,25822855,516457.1
2026-W21,a dusty trip,50,0,0,32,0.0,0.0,0.0,0.16,101195263,2023905.26
2026-W21,Jailbreak,50,14,22,29,47403.73,0.057,0.0,0.08,24319573,486391.46
2026-W21,RoyaleHigh,50,3,8,23,8751.5,0.0019,0.0,0.24,193349411,3866988.22
2026-W21,Prison Life,50,1,2,38,77696.5,0.1065,0.02,0.22,35162241,703244.82
2026-W21,Work at a Pizza Place,50,0,2,39,19360.0,0.0073,0.0,0.02,126831437,2536628.74
2026-W21,Natural Disaster Survival,50,0,0,35,0.0,0.0,0.0,0.04,230701123,4614022.46
2026-W21,Piggy,50,0,0,29,0.0,0.0,0.0,0.18,722599107,14451982.14
2026-W21,Emergency Response: Liberty County,50,3,10,15,29794.2,0.0797,0.08,0.16,15254300,305086.0
2026-W21,Theme Park Tycoon 2,50,2,6,20,20267.17,0.0199,0.0,0.02,45012306,900246.12
2026-W21,Deepwoken: Ironsworn,50,0,0,39,0.0,0.0,0.02,0.06,2296371,45927.42
2026-W21,Arsenal,50,0,4,24,9952.75,0.0058,0.0,0.06,78339413,1566788.26
2026-W21,Greenville,50,10,17,16,20541.53,0.0882,0.02,0.54,8038155,160763.1
2026-W21,Phantom Forces,50,0,0,24,0.0,0.0,0.0,0.12,23718230,474364.6
2026-W21,Shindo Life,50,0,4,13,7769.0,0.0272,0.0,0.06,13157831,263156.62
2026-W21,Lumber Tycoon 2,50,1,4,13,21572.75,0.0572,0.0,0.18,17440500,348810.0
2026-W21,Da Hood,50,2,14,23,39900.43,0.0379,0.0,0.04,38410664,768213.28
2026-W21,Pet Simulator X,50,1,3,13,26010.0,0.0084,0.0,0.04,145723874,2914477.48
2026-W21,Dungeon Quest!  RPG Adventure,50,0,2,23,2505.5,0.0182,0.02,0.06,6605403,132108.06
2026-W21,Epic Minigames,50,0,0,30,0.0,0.0,0.02,0.14,65277087,1305541.74
2026-W21,Ninja Legends,50,0,1,25,6240.0,0.0076,0.02,0.22,40035750,800715.0
2026-W21,Funky Friday,50,0,3,18,19028.0,0.0119,0.06,0.06,75213154,1504263.08
2026-W21,My Restaurant,50,1,1,30,13025.0,0.0134,0.02,0.1,47663002,953260.04
2026-W21,Speed Run 4,50,0,0,38,0.0,0.0,0.04,0.18,117280358,2345607.16
2026-W21,Super Golf,50,0,0,27,0.0,0.0,0.14,0.06,28446342,568926.84
2026-W21,Bad Business | FPS,50,0,2,22,4417.0,0.0194,0.04,0.22,10928900,218578.0
2026-W21,MeepCity,50,0,0,34,0.0,0.0,0.06,0.1,142291940,2845838.8
2026-W21,Giant Simulator,50,0,2,17,99.0,0.0002,0.02,0.04,23852645,477052.9
2026-W21,Vehicle Simulator,50,0,0,21,0.0,0.0,0.06,0.32,45230744,904614.88
2026-W22,Adopt Me,50,17,35,15,82357.09,0.0631,0.02,0.18,22454007,449080.14
2026-W22,Blox Fruits,50,0,0,25,0.0,0.0,0.0,0.12,66792484,1335849.68
2026-W22,Brookhaven RP,50,3,4,27,301682.0,0.0605,0.0,0.04,230595796,4611915.92
2026-W22,RIVALS,50,32,43,27,201003.53,0.1044,0.0,0.08,22126436,442528.72
2026-W22,Murder Mystery 2,50,1,3,28,331839.0,0.1052,0.0,0.06,149262325,2985246.5
2026-W22,The Strongest Battlegrounds,50,20,28,28,297496.11,0.0639,0.0,0.28,110804529,2216090.58
2026-W22,Bee Swarm Simulator,50,6,13,22,30088.77,0.0108,0.02,0.06,103498889,2069977.78
2026-W22,Sol's RNG,50,21,44,24,105996.55,0.2254,0.0,0.2,7014743,140294.86
2026-W22,Fisch,50,27,34,27,45243.12,0.0172,0.0,0.26,43585878,871717.56
2026-W22,Creatures of Sonaria  Survive Kaiju Anim,50,2,3,14,51517.67,0.0701,0.04,0.2,34689922,693798.44
2026-W22,All Star Tower Defense,50,7,18,22,34349.83,0.1421,0.0204,0.2,8112055,162241.1
2026-W22,PLS DONATE,50,10,13,33,16704.54,0.0108,0.0217,0.02,51327447,1026548.94
2026-W22,Blade Ball,50,1,6,13,38426.17,0.0136,0.0,0.14,124844345,2496886.9
2026-W22,Dragon Adventures,50,1,13,15,19046.38,0.0672,0.0,0.16,10735877,214717.54
2026-W22,Build A Boat For Treasure,50,0,0,24,0.0,0.0,0.0,0.0,121536025,2430720.5
2026-W22,Flee the Facility,50,16,26,28,23490.81,0.0244,0.0,0.08,23743859,474877.18
2026-W22,Welcome to Bloxburg,50,1,5,29,96429.6,0.0368,0.04,0.3,118429606,2368592.12
2026-W22,DOORS,50,3,4,38,153046.5,0.0237,0.0,0.2,298278227,5965564.54
2026-W22,Tower Defense Simulator,50,13,18,33,47091.78,0.0524,0.04,0.12,29610272,592205.44
2026-W22,a dusty trip,50,3,5,33,66742.0,0.0286,0.0,0.12,105226702,2104534.04
2026-W22,Jailbreak,50,16,26,28,10906.85,0.0071,0.0,0.16,37163745,743274.9
2026-W22,RoyaleHigh,50,6,8,26,5472.0,0.0013,0.0,0.16,183736606,3674732.12
2026-W22,Prison Life,50,1,4,37,52606.25,0.0689,0.0,0.26,35326608,706532.16
2026-W22,Work at a Pizza Place,50,0,2,39,35460.0,0.0149,0.02,0.02,114401343,2288026.86
2026-W22,Natural Disaster Survival,50,0,0,34,0.0,0.0,0.0,0.06,175566859,3511337.18
2026-W22,Piggy,50,7,10,29,31376.7,0.0019,0.0,0.22,651478207,13029564.14
2026-W22,Emergency Response: Liberty County,50,4,12,14,32548.75,0.0856,0.08,0.14,14832588,296651.76
2026-W22,Theme Park Tycoon 2,50,1,7,17,23837.14,0.0122,0.0,0.02,84098163,1681963.26
2026-W22,Deepwoken: Ironsworn,50,0,0,41,0.0,0.0,0.1,0.08,3178472,63569.44
2026-W22,Arsenal,50,0,5,31,9451.8,0.0058,0.0,0.08,73495193,1469903.86
2026-W22,Greenville,50,14,20,18,13499.55,0.0435,0.04,0.46,9569587,191391.74
2026-W22,Phantom Forces,50,0,6,24,11837.17,0.0378,0.0,0.08,13853739,277074.78
2026-W22,Shindo Life,50,0,2,14,9653.0,0.0339,0.04,0.08,13672489,273449.78
2026-W22,Lumber Tycoon 2,50,0,4,13,22130.25,0.102,0.0,0.1,10068676,201373.52
2026-W22,Da Hood,50,0,0,22,0.0,0.0,0.0,0.06,28364900,567298.0
2026-W22,Pet Simulator X,50,2,5,14,39253.2,0.0127,0.0,0.04,138760188,2775203.76
2026-W22,Dungeon Quest!  RPG Adventure,50,0,1,25,7.0,0.0001,0.02,0.08,4891813,97836.26
2026-W22,Epic Minigames,50,0,5,25,15223.4,0.0106,0.0,0.12,64936537,1298730.74
2026-W22,Ninja Legends,50,0,1,25,7047.0,0.0086,0.02,0.16,39946669,798933.38
2026-W22,Funky Friday,50,0,3,19,20328.33,0.0122,0.06,0.06,78075385,1561507.7
2026-W22,My Restaurant,50,4,5,29,6393.0,0.0069,0.0,0.06,41578265,831565.3
2026-W22,Speed Run 4,50,1,1,38,158675.0,0.0697,0.06,0.14,111769723,2235394.46
2026-W22,Super Golf,50,0,0,26,0.0,0.0,0.14,0.06,21127615,422552.3
2026-W22,Bad Business | FPS,50,1,2,21,10364.5,0.0537,0.02,0.18,9283532,185670.64
2026-W22,MeepCity,50,0,0,34,0.0,0.0,0.08,0.08,123746666,2474933.32
2026-W22,Giant Simulator,50,0,2,17,187.0,0.0004,0.0,0.04,23792658,475853.16
2026-W22,Vehicle Simulator,50,1,1,21,19512.0,0.0213,0.04,0.32,44979969,899599.38
2026-W23,Adopt Me,50,18,32,16,71997.5,0.051,0.02,0.24,27703458,554069.16
2026-W23,Blox Fruits,50,11,27,24,191455.37,0.0949,0.0,0.14,51573925,1031478.5
2026-W23,Brookhaven RP,50,6,7,21,115583.57,0.0252,0.0,0.04,198134643,3962692.86
2026-W23,RIVALS,50,39,47,36,122098.89,0.067,0.0,0.16,11203004,224060.08
2026-W23,Murder Mystery 2,50,4,10,32,247363.8,0.086,0.0,0.1,117570830,2351416.6
2026-W23,The Strongest Battlegrounds,50,26,33,27,108277.88,0.0231,0.0,0.12,83380405,1667608.1
2026-W23,Bee Swarm Simulator,50,0,0,21,0.0,0.0,0.02,0.06,55202275,1104045.5
2026-W23,Sol's RNG,50,20,43,29,101439.84,0.1365,0.0612,0.2,8821872,176437.44
2026-W23,Fisch,50,14,30,27,88126.13,0.0485,0.0,0.22,38949079,778981.58
2026-W23,Creatures of Sonaria  Survive Kaiju Anim,50,0,0,16,0.0,0.0,0.04,0.12,39756247,795124.94
2026-W23,All Star Tower Defense,50,39,44,14,18428.14,0.1864,0.04,0.44,1404125,28082.5
2026-W23,PLS DONATE,50,5,10,31,74014.2,0.0492,0.0217,0.04,54851461,1097029.22
2026-W23,Blade Ball,50,1,6,17,34988.17,0.0273,0.0,0.1,56641386,1132827.72
2026-W23,Dragon Adventures,50,6,17,13,10816.59,0.0347,0.0,0.2,10480571,209611.42
2026-W23,Build A Boat For Treasure,50,0,3,23,1054331.67,0.4359,0.0,0.0,116839027,2336780.54
2026-W23,Flee the Facility,50,5,18,24,27136.39,0.0263,0.0,0.06,33513680,670273.6
2026-W23,Welcome to Bloxburg,50,1,6,26,86642.17,0.0162,0.04,0.24,236389127,4727782.54
2026-W23,DOORS,50,10,11,39,192544.0,0.034,0.0,0.24,222710172,4454203.44
2026-W23,Tower Defense Simulator,50,21,27,25,36984.48,0.029,0.04,0.28,30289038,605780.76
2026-W23,a dusty trip,50,1,2,28,45375.5,0.0205,0.0,0.08,106549673,2130993.46
2026-W23,Jailbreak,50,0,0,26,0.0,0.0,0.0,0.14,44338926,886778.52
2026-W23,RoyaleHigh,50,4,6,27,9882.0,0.0021,0.0,0.12,205386595,4107731.9
2026-W23,Prison Life,50,0,0,37,0.0,0.0,0.0,0.28,36925737,738514.74
2026-W23,Work at a Pizza Place,50,0,3,39,26266.67,0.0115,0.02,0.04,107611261,2152225.22
2026-W23,Natural Disaster Survival,50,1,1,35,283.0,0.0001,0.0,0.02,178929433,3578588.66
2026-W23,Piggy,50,9,11,35,21439.91,0.0011,0.0,0.16,736545912,14730918.24
2026-W23,Emergency Response: Liberty County,50,1,10,13,58807.3,0.1759,0.06,0.1,13962638,279252.76
2026-W23,Theme Park Tycoon 2,50,3,9,16,23386.78,0.0245,0.0,0.02,39345238,786904.76
2026-W23,Deepwoken: Ironsworn,50,0,0,38,0.0,0.0,0.08,0.08,3489801,69796.02
2026-W23,Arsenal,50,0,9,29,6256.67,0.0043,0.04,0.1,59686055,1193721.1
2026-W23,Greenville,50,14,22,13,18266.23,0.0708,0.0,0.72,7623161,152463.22
2026-W23,Phantom Forces,50,0,0,29,0.0,0.0,0.0,0.18,16731476,334629.52
2026-W23,Shindo Life,50,2,5,15,6527.6,0.0201,0.02,0.12,14614696,292293.92
2026-W23,Lumber Tycoon 2,50,0,0,14,0.0,0.0,0.0,0.1,19518852,390377.04
